Date, USD,Index,CNY,JPY,EUR,KRW,GBP,SGD,INR,THB,NZD,TWD,MYR,IDR,VND,AED,PGK,HKD,CAD,ZAR,CHF,PHP,SDR
05-Nov-2024,0.6594,61.60,4.6861,100.53,0.6063,909.70,0.5090,0.8701,55.47,22.21,1.1030,21.08,2.8806,10399,16708,,,5.1264,0.9167,,,38.52,0.4940
06-Nov-2024,0.6543,61.50,4.6828,100.46,0.6071,912.66,0.5067,0.8710,55.09,22.27,1.1023,21.02,2.8806,10364,16606,,,5.0882,0.9098,,,38.42,0.4905
07-Nov-2024,0.6622,62.40,4.7503,102.07,0.6167,925.51,0.5125,0.8808,55.84,22.77,1.1072,21.37,2.9220,10451,16830,,,5.1483,0.9201,,,38.91,0.5008
08-Nov-2024,0.6654,62.40,4.7586,101.64,0.6171,922.76,0.5131,0.8798,56.14,22.65,1.1068,21.35,2.9155,10440,16837,,,5.1700,0.9238,,,38.86,0.5021
11-Nov-2024,0.6594,62.10,4.7392,101.27,0.6155,920.79,0.5106,0.8763,55.64,22.61,1.1038,21.32,2.9063,10339,16680,,,5.1280,0.9181,,,38.65,0.4967
12-Nov-2024,0.6555,62.00,4.7402,100.63,0.6158,918.28,0.5103,0.8752,55.33,22.74,1.1000,21.24,2.9029,10333,16617,,,5.0985,0.9140,,,38.56,0.4963
13-Nov-2024,0.6537,61.90,4.7220,101.23,0.6156,920.14,0.5129,0.8747,55.18,22.70,1.1025,21.22,2.9116,10309,16571,,,5.0853,0.9121,,,38.39,0.4960
14-Nov-2024,0.6471,61.60,4.6860,100.99,0.6135,910.20,0.5102,0.8710,54.62,22.65,1.1045,21.08,2.9042,10279,16433,,,5.0364,0.9068,,,38.08,0.4910
15-Nov-2024,0.6466,61.50,4.6772,101.10,0.6134,905.65,0.5101,0.8690,54.58,22.60,1.1034,21.04,2.8961,10274,16420,,,5.0323,0.9092,,,38.06,0.4929
18-Nov-2024,0.6472,61.40,4.6833,100.08,0.6140,901.36,0.5123,0.8686,54.62,22.48,1.1042,21.06,2.8914,10257,16431,,,5.0384,0.9112,,,38.03,0.4923
19-Nov-2024,0.6508,61.70,4.7070,100.50,0.6147,905.26,0.5135,0.8714,54.93,22.50,1.1055,21.11,2.9081,10296,16536,,,5.0640,0.9125,,,38.18,0.4958
20-Nov-2024,0.6528,61.90,4.7274,101.21,0.6163,907.09,0.5145,0.8738,55.11,22.57,1.1048,21.18,2.9177,10355,16593,,,5.0807,0.9111,,,38.44,0.4967
21-Nov-2024,0.6517,61.90,4.7197,101.07,0.6177,910.95,0.5150,0.8749,55.02,22.61,1.1087,21.24,2.9102,10387,16568,,,5.0720,0.9101,,,38.42,0.4963
22-Nov-2024,0.6504,61.80,4.7127,100.43,0.6209,910.23,0.5168,0.8750,54.96,22.59,1.1141,21.16,2.9057,10347,16532,,,5.0623,0.9089,,,38.27,0.4956
25-Nov-2024,0.6525,62.00,4.7272,100.57,0.6227,916.44,0.5180,0.8770,55.03,22.53,1.1144,21.18,2.9066,10355,16582,,,5.0778,0.9100,,,38.47,0.4992
26-Nov-2024,0.6493,61.70,4.7102,99.89,0.6196,908.02,0.5173,0.8751,54.70,22.54,1.1116,21.08,2.8988,10340,16501,,,5.0532,0.9156,,,38.30,0.4955
27-Nov-2024,0.6476,61.50,4.6998,98.64,0.6180,905.06,0.5151,0.8724,54.69,22.50,1.1046,21.07,2.8802,10316,16456,,,5.0392,0.9113,,,38.14,0.4937
28-Nov-2024,0.6492,61.40,4.7052,98.44,0.6151,905.98,0.5125,0.8717,54.83,22.35,1.1016,21.12,2.8854,10297,16453,,,5.0523,0.9104,,,38.06,0.4941
29-Nov-2024,0.6517,61.50,4.7132,97.75,0.6166,908.56,0.5127,0.8731,55.07,22.33,1.1021,21.19,2.8932,10333,16519,,,5.0726,0.9116,,,38.17,0.4960
02-Dec-2024,0.6496,61.50,4.7210,97.82,0.6173,911.88,0.5118,0.8740,55.00,22.42,1.1020,21.18,2.9005,10330,16489,,,5.0558,0.9116,,,38.18,0.4944
03-Dec-2024,0.6469,61.40,4.7171,97.15,0.6170,908.11,0.5116,0.8715,54.82,22.29,1.1011,21.14,2.8916,10320,16434,,,5.0347,0.9091,,,37.95,0.4920
04-Dec-2024,0.6438,61.00,4.6837,96.54,0.6125,909.19,0.5077,0.8661,54.50,22.13,1.0994,20.88,2.8736,10272,16354,,,5.0117,0.9054,,,37.60,0.4898
05-Dec-2024,0.6433,60.90,4.6775,96.76,0.6116,910.84,0.5064,0.8641,54.51,22.09,1.0968,20.87,2.8495,10224,16340,,,5.0070,0.9054,,,37.36,0.4897
06-Dec-2024,0.6430,60.80,4.6657,96.44,0.6080,912.79,0.5044,0.8610,54.45,21.88,1.0971,20.83,2.8437,10190,16316,,,5.0038,0.9024,,,37.17,0.4887
09-Dec-2024,0.6382,60.50,4.6458,95.65,0.6058,916.01,0.5018,0.8574,54.08,21.70,1.0986,20.74,2.8224,10126,16195,,,4.9657,0.9041,,,37.07,0.4843
10-Dec-2024,0.6385,60.50,4.6287,96.50,0.6048,911.36,0.5009,0.8553,54.18,21.59,1.0958,20.71,2.8273,10138,16201,,,4.9634,0.9056,,,36.99,0.4848
11-Dec-2024,0.6374,60.40,4.6204,96.60,0.6056,912.86,0.4993,0.8552,54.09,21.56,1.1003,20.73,2.8221,10137,16174,,,4.9567,0.9029,,,37.15,0.4847
12-Dec-2024,0.6417,60.90,4.6601,97.67,0.6106,919.40,0.5027,0.8621,54.46,21.70,1.1050,20.84,2.8459,10222,16297,,,4.9892,0.9078,,,37.38,0.4886
13-Dec-2024,0.6367,60.60,4.6332,97.38,0.6085,912.17,0.5028,0.8579,54.02,21.65,1.1038,20.70,2.8352,10185,16175,,,4.9505,0.9065,,,37.20,0.4848
16-Dec-2024,0.6377,60.80,4.6419,98.05,0.6065,915.88,0.5047,0.8603,54.10,21.78,1.1031,20.68,2.8443,10215,16188,,,4.9582,0.9071,,,37.39,0.4864
17-Dec-2024,0.6356,60.60,4.6302,97.95,0.6049,913.35,0.5013,0.8584,53.97,21.72,1.1018,20.64,2.8271,10206,16151,,,4.9394,0.9064,,,37.34,0.4849
18-Dec-2024,0.6313,60.20,4.5991,96.87,0.6010,906.55,0.4970,0.8526,53.62,21.63,1.1006,20.53,2.8206,10174,16067,,,4.9048,0.9044,,,37.25,0.4814
19-Dec-2024,0.6226,59.70,4.5443,96.71,0.5998,902.35,0.4947,0.8477,52.96,21.59,1.1059,20.35,2.8036,10138,15851,,,4.8386,0.8988,,,36.73,0.4746
20-Dec-2024,0.6226,59.90,4.5442,97.93,0.6010,903.04,0.4988,0.8473,52.98,21.54,1.1070,20.36,2.8095,10141,15850,,,4.8374,0.8980,,,36.68,0.4771
23-Dec-2024,0.6259,60.00,4.5679,98.02,0.5993,907.00,0.4975,0.8478,53.24,21.44,1.1062,20.46,2.8103,10120,15920,,,4.8633,0.8984,,,36.69,0.4800
24-Dec-2024,0.6240,59.90,4.5546,97.98,0.6002,906.92,0.4976,0.8478,53.15,21.32,1.1054,20.41,2.8018,10112,15881,,,4.8479,0.8974,,,36.48,0.4785
27-Dec-2024,0.6211,59.70,4.5326,97.88,0.5967,915.33,0.4960,0.8448,53.05,21.18,1.1059,20.33,2.7825,10093,15806,,,4.8225,0.8950,,,35.94,0.4763
30-Dec-2024,0.6241,60.00,4.5554,98.48,0.5986,917.85,0.4961,0.8472,53.35,21.20,1.1034,20.46,2.7894,10082,15886,,,4.8443,0.8987,,,36.10,0.4786
31-Dec-2024,0.6217,59.70,4.5373,97.14,0.5974,915.11,0.4956,0.8456,53.21,21.20,1.1045,20.40,2.7787,10031,15855,,,4.8261,0.8922,,,35.96,0.4767
02-Jan-2025,0.6217,59.80,4.5380,97.61,0.5995,911.95,0.4960,0.8458,53.30,21.27,1.1068,20.42,2.7843,10087,15825,,,4.8333,0.8938,,,35.94,0.4767
03-Jan-2025,0.6216,59.90,4.5374,97.78,0.6053,911.89,0.5015,0.8512,53.30,21.40,1.1086,20.48,2.7960,10085,15823,,,4.8360,0.8944,,,36.17,0.4782
06-Jan-2025,0.6223,60.10,4.5605,98.16,0.6032,915.30,0.5003,0.8524,53.40,21.57,1.1069,20.49,2.8091,10080,15800,,,4.8389,0.8964,,,36.30,0.4792
07-Jan-2025,0.6259,60.30,4.5864,98.94,0.6023,908.46,0.4995,0.8540,53.62,21.64,1.1060,20.47,2.8209,10115,15885,,,4.8648,0.8965,,,36.33,0.4797
08-Jan-2025,0.6230,60.10,4.5676,98.58,0.6018,905.80,0.4991,0.8506,53.47,21.57,1.1060,20.48,2.8032,10098,15815,,,4.8446,0.8941,,,36.36,0.4778
09-Jan-2025,0.6199,59.80,4.5449,97.90,0.6013,903.58,0.5026,0.8481,53.27,21.50,1.1076,20.41,2.7889,10058,15736,,,4.8228,0.8913,,,36.18,0.4778
10-Jan-2025,0.6194,59.80,4.5414,98.10,0.6017,906.00,0.5038,0.8480,53.20,21.46,1.1079,20.43,2.7845,10033,15716,,,4.8201,0.8927,,0.5653,36.16,0.4774
13-Jan-2025,0.6133,59.40,4.4965,96.64,0.6006,902.62,0.5052,0.8426,52.97,21.36,1.1050,20.31,2.7660,9987,15590,,,4.7749,0.8857,,0.5628,35.99,0.4727
14-Jan-2025,0.6189,59.80,4.5368,97.47,0.6037,904.82,0.5069,0.8477,53.55,21.48,1.1036,20.47,2.7857,10066,15710,,,4.8176,0.8899,,0.5668,36.25,0.4790
15-Jan-2025,0.6195,59.90,4.5421,97.64,0.6013,904.37,0.5076,0.8475,53.60,21.54,1.1049,20.47,2.7915,10098,15727,,,4.8255,0.8891,,0.5652,36.35,0.4784
16-Jan-2025,0.6206,59.90,4.5500,96.79,0.6033,903.87,0.5079,0.8492,53.67,21.46,1.1068,20.44,2.7943,10167,15751,,,4.8334,0.8909,,0.5664,36.29,0.4782
17-Jan-2025,0.6200,59.80,4.5431,96.35,0.6023,902.75,0.5074,0.8476,53.68,21.36,1.1085,20.41,2.7909,10153,15711,,,4.8288,0.8929,,0.5650,36.33,0.4778
20-Jan-2025,0.6214,59.90,4.5459,96.94,0.6031,901.51,0.5091,0.8481,53.74,21.38,1.1075,20.38,2.7966,10169,15718,,,4.8361,0.8979,,0.5673,36.35,0.4788
21-Jan-2025,0.6249,59.90,4.5411,96.90,0.6014,898.32,0.5081,0.8484,53.99,21.25,1.1050,20.42,2.7971,10210,15786,,,4.8627,0.9011,,0.5668,36.51,0.4815
22-Jan-2025,0.6265,60.00,4.5599,97.61,0.6014,899.27,0.5075,0.8489,54.23,21.24,1.1067,20.54,2.7848,10228,15788,,,4.8797,0.8982,,0.5680,36.71,0.4815
23-Jan-2025,0.6275,60.20,4.5686,98.27,0.6027,901.51,0.5093,0.8505,54.24,21.31,1.1069,20.54,2.7883,10197,15722,,,4.8878,0.9029,,0.5686,36.77,0.4804
24-Jan-2025,0.6316,60.30,4.5791,98.05,0.6045,904.29,0.5096,0.8522,54.50,21.30,1.1075,20.62,2.7828,10231,15837,,,4.9182,0.9058,,0.5720,36.88,0.4846
28-Jan-2025,0.6253,59.80,4.5300,97.41,0.5993,894.49,0.5025,0.8458,54.10,21.18,1.1050,20.44,2.7501,10113,15683,,,4.8701,0.9002,,0.5662,36.60,0.4769
29-Jan-2025,0.6237,59.60,4.5185,96.86,0.5975,892.20,0.5008,0.8415,54.00,21.03,1.1016,20.39,2.7408,10087,15643,,,4.8584,0.8979,,0.5635,36.44,0.4776
30-Jan-2025,0.6225,59.50,4.5098,96.24,0.5975,890.49,0.5002,0.8403,53.89,21.03,1.1020,20.35,2.7356,10125,15613,,,4.8504,0.8976,,0.5645,36.34,0.4770
31-Jan-2025,0.6225,59.60,4.5098,96.14,0.5992,905.71,0.5012,0.8434,53.94,20.97,1.1029,20.35,2.7574,10149,15613,,,4.8505,0.9014,,0.5665,36.32,0.4769
03-Feb-2025,0.6116,58.90,4.4308,95.23,0.5980,898.15,0.4989,0.8366,53.31,20.85,1.1042,20.31,2.7461,10063,15495,,,4.7673,0.9020,,0.5606,35.89,0.4691
04-Feb-2025,0.6190,59.40,4.4844,96.10,0.6006,904.48,0.4989,0.8417,53.87,20.98,1.1058,20.41,2.7592,10118,15602,,,4.8220,0.8964,,0.5647,36.10,0.4770
05-Feb-2025,0.6249,59.80,4.5518,95.83,0.6021,905.31,0.5010,0.8454,54.44,21.08,1.1048,20.56,2.7696,10198,15738,,,4.8677,0.8960,,0.5657,36.33,0.4801
06-Feb-2025,0.6263,59.90,4.5631,95.42,0.6029,907.12,0.5015,0.8463,54.83,21.09,1.1052,20.59,2.7745,10224,15811,,,4.8774,0.8987,,0.5655,36.40,0.4789
07-Feb-2025,0.6284,60.10,4.5781,95.32,0.6054,909.42,0.5056,0.8493,54.97,21.16,1.1067,20.61,2.7907,10259,15917,,,4.8928,0.8999,,0.5695,36.43,0.4817
10-Feb-2025,0.6272,60.20,4.5824,95.28,0.6081,910.71,0.5059,0.8497,55.01,21.22,1.1089,20.60,2.8033,10253,15915,,,4.8849,0.8997,,0.5716,36.45,0.4802
11-Feb-2025,0.6275,60.20,4.5850,95.37,0.6090,912.03,0.5077,0.8509,54.52,21.38,1.1118,20.60,2.8051,10275,15986,,,4.8887,0.8995,,0.5720,36.53,0.4816
12-Feb-2025,0.6290,60.40,4.5972,96.67,0.6073,914.82,0.5055,0.8519,54.56,21.42,1.1125,20.67,2.8107,10294,16099,,,4.9009,0.8993,,0.5747,36.59,0.4829
13-Feb-2025,0.6296,60.30,4.5884,97.19,0.6034,911.83,0.5042,0.8493,54.67,21.32,1.1130,20.64,2.8061,10300,16023,,,4.9028,0.8980,,0.5738,36.62,0.4826
14-Feb-2025,0.6321,60.40,4.6043,96.48,0.6046,912.47,0.5034,0.8496,54.90,21.29,1.1115,20.71,2.8068,10289,16068,,,4.9216,0.8966,,0.5715,36.62,0.4841
17-Feb-2025,0.6369,60.60,4.6155,96.60,0.6068,917.12,0.5056,0.8526,55.25,21.46,1.1096,20.81,2.8211,10327,16205,,,4.9551,0.9023,,0.5729,36.91,0.4860
18-Feb-2025,0.6353,60.70,4.6215,96.66,0.6075,917.34,0.5043,0.8535,55.25,21.44,1.1132,20.81,2.8255,10337,16245,,,4.9416,0.9026,,0.5736,36.99,0.4848
19-Feb-2025,0.6364,60.80,4.6352,96.59,0.6089,915.72,0.5044,0.8540,55.33,21.45,1.1126,20.85,2.8285,10415,16247,,,4.9478,0.9025,,0.5748,36.98,0.4855
20-Feb-2025,0.6363,60.60,4.6228,95.60,0.6101,914.78,0.5052,0.8525,55.22,21.41,1.1128,20.83,2.8191,10391,16247,,,4.9500,0.9051,,0.5745,36.91,0.4861
21-Feb-2025,0.6397,60.80,4.6328,96.17,0.6093,916.98,0.5051,0.8539,55.40,21.50,1.1096,20.94,2.8278,10429,16303,,,4.9714,0.9067,,0.5746,37.05,0.4879
24-Feb-2025,0.6381,60.50,4.6165,95.24,0.6068,909.99,0.5033,0.8502,55.31,21.36,1.1078,20.88,2.8076,10406,16262,,,4.9591,0.9056,,0.5717,36.91,0.4860
25-Feb-2025,0.6351,60.40,4.6077,95.00,0.6064,909.11,0.5027,0.8498,55.17,21.36,1.1076,20.81,2.8030,10365,16182,,,4.9376,0.9052,,0.5698,36.76,0.4837
26-Feb-2025,0.6328,60.20,4.5931,94.57,0.6028,906.96,0.5006,0.8469,55.18,21.39,1.1080,20.76,2.8001,10370,16165,,,4.9179,0.9068,,0.5657,36.64,0.4817
27-Feb-2025,0.6288,59.90,4.5707,93.75,0.6010,906.86,0.4969,0.8435,54.89,21.32,1.1078,20.65,2.7953,10339,16072,,,4.8892,0.9029,,0.5640,36.42,0.4786
28-Feb-2025,0.6214,59.50,4.5278,92.97,0.5982,907.39,0.4938,0.8382,54.31,21.23,1.1096,20.40,2.7739,10300,15882,,,4.8336,0.8978,,0.5588,36.02,0.4732
03-Mar-2025,0.6220,59.50,4.5326,93.51,0.5969,908.28,0.4935,0.8393,54.33,21.32,1.1101,20.46,2.7772,10256,15926,,,4.8373,0.8982,,0.5608,36.03,0.4751
04-Mar-2025,0.6191,59.10,4.5063,92.34,0.5908,904.47,0.4877,0.8334,54.10,21.05,1.1051,20.39,2.7658,10184,15840,,,4.8130,0.8983,,0.5547,35.79,0.4722
05-Mar-2025,0.6250,59.50,4.5384,93.64,0.5886,910.41,0.4888,0.8372,54.47,21.11,1.1068,20.51,2.7800,10214,15959,,,4.8574,0.9019,,0.5568,35.93,0.4744
06-Mar-2025,0.6347,60.10,4.5970,94.70,0.5875,915.43,0.4920,0.8453,55.26,21.33,1.1061,20.84,2.8101,10361,16168,,,4.9323,0.9092,,0.5654,36.30,0.4800
07-Mar-2025,0.6306,59.70,4.5678,93.13,0.5832,911.78,0.4894,0.8405,54.99,21.25,1.1030,20.73,2.7942,10306,16093,,,4.9017,0.9020,,0.5563,36.10,0.4746
10-Mar-2025,0.6307,59.80,4.5772,93.11,0.5822,916.73,0.4886,0.8403,55.01,21.32,1.1038,20.73,2.7874,10299,16101,,,4.9013,0.9061,,0.5543,36.18,0.4738
11-Mar-2025,0.6277,59.50,4.5484,92.27,0.5782,914.31,0.4868,0.8367,54.79,21.29,1.1022,20.66,2.7817,10312,16000,,,4.8762,0.9056,,0.5517,35.99,0.4716
12-Mar-2025,0.6289,59.60,4.5510,93.17,0.5770,913.57,0.4866,0.8381,54.84,21.29,1.1024,20.71,2.7882,10345,16009,,,4.8867,0.9088,,0.5558,36.07,0.4717
13-Mar-2025,0.6310,59.70,4.5657,93.31,0.5792,917.05,0.4868,0.8405,54.91,21.32,1.1014,20.79,2.7953,10355,16075,,,4.9036,0.9079,,0.5562,36.16,0.4736
14-Mar-2025,0.6294,59.70,4.5580,93.47,0.5806,915.15,0.4864,0.8408,54.76,21.20,1.1023,20.75,2.7977,10321,16062,,,4.8918,0.9082,,0.5565,36.01,0.4729
17-Mar-2025,0.6326,59.90,4.5804,94.27,0.5813,915.21,0.4891,0.8441,54.96,21.31,1.0985,20.87,2.8132,10365,16153,,,4.9161,0.9093,,0.5596,36.22,0.4748
18-Mar-2025,0.6375,60.30,4.6110,95.34,0.5842,923.93,0.4913,0.8493,55.28,21.41,1.0955,21.04,2.8340,10487,16284,,,4.9532,0.9118,,0.5616,36.52,0.4782
19-Mar-2025,0.6357,60.20,4.6005,95.06,0.5816,924.02,0.4895,0.8468,55.03,21.38,1.0941,20.98,2.8177,10512,16239,,,4.9400,0.9098,,0.5577,36.38,0.4769
20-Mar-2025,0.6344,60.00,4.5905,94.14,0.5819,926.00,0.4879,0.8446,54.70,21.32,1.0953,20.94,2.8079,10451,16214,,,4.9296,0.9091,,0.5563,36.25,0.4761
21-Mar-2025,0.6289,59.70,4.5602,93.97,0.5807,922.66,0.4860,0.8403,54.25,21.28,1.0939,20.77,2.7819,10383,16084,,,4.8879,0.9014,,0.5557,36.07,0.4726
24-Mar-2025,0.6278,59.60,4.5575,94.03,0.5800,921.38,0.4860,0.8396,53.97,21.32,1.0970,20.74,2.7849,10400,16103,,,4.8803,0.9006,,0.5547,36.02,0.4719
25-Mar-2025,0.6287,59.80,4.5649,94.65,0.5819,923.97,0.4865,0.8416,53.87,21.38,1.0985,20.77,2.7911,10440,16115,,,4.8880,0.9005,,0.5550,36.06,0.4731
26-Mar-2025,0.6311,60.00,4.5848,95.01,0.5852,925.33,0.4879,0.8447,54.12,21.46,1.0981,20.89,2.7942,10464,16150,,,4.9064,0.9009,,0.5578,36.41,0.4752
27-Mar-2025,0.6313,60.00,4.5841,94.83,0.5856,925.17,0.4886,0.8452,54.17,21.41,1.0994,20.88,2.7973,10447,16149,,,4.9087,0.9006,,0.5571,36.33,0.4759
28-Mar-2025,0.6284,59.80,4.5655,94.81,0.5825,921.83,0.4856,0.8429,53.80,21.33,1.0998,20.83,2.7860,10406,16074,,,4.8871,0.8994,,0.5546,36.08,0.4739
31-Mar-2025,0.6280,59.60,4.5548,93.62,0.5796,923.63,0.4847,0.8421,53.67,21.31,1.1004,20.86,2.7873,10400,16049,,,4.8850,0.8990,,0.5521,35.98,0.4738
01-Apr-2025,0.6269,59.60,4.5550,93.76,0.5791,921.57,0.4845,0.8415,53.58,21.33,1.1021,20.84,2.7824,10381,16071,,,4.8784,0.9011,,0.5535,35.88,0.4718
02-Apr-2025,0.6299,59.90,4.5791,94.43,0.5836,923.08,0.4876,0.8463,53.94,21.51,1.1008,20.91,2.8024,10431,16154,,,4.9011,0.9011,,0.5566,36.06,0.4746
03-Apr-2025,0.6266,59.50,4.5737,92.45,0.5744,920.41,0.4798,0.8425,53.68,21.52,1.0934,20.74,2.7971,10376,16173,,,4.8771,0.8933,,0.5490,35.83,0.4721
04-Apr-2025,0.6234,58.80,4.5395,90.67,0.5621,896.67,0.4760,0.8306,53.06,21.26,1.0906,20.63,2.7554,10324,16068,,,4.8471,0.8791,,0.5319,35.43,0.4653
07-Apr-2025,0.6017,57.10,4.3984,87.69,0.5460,881.35,0.4655,0.8100,51.57,20.58,1.0812,19.94,2.6863,9964,15515,,,4.6736,0.8554,,0.5119,34.49,0.4493
08-Apr-2025,0.6069,57.80,4.4492,89.58,0.5533,893.96,0.4748,0.8178,52.14,21.00,1.0822,20.02,2.7207,10226,15746,,,4.7161,0.8596,,0.5206,34.70,0.4551
09-Apr-2025,0.5975,56.90,4.3916,86.70,0.5401,885.35,0.4654,0.8063,51.71,20.79,1.0787,19.75,2.6867,10131,15544,,,4.6355,0.8503,,0.5027,34.25,0.4490
10-Apr-2025,0.6199,58.90,4.5514,90.88,0.5643,904.16,0.4821,0.8305,53.74,21.15,1.0877,20.36,2.7747,10399,16008,,,4.8120,0.8719,,0.5290,35.48,0.4641
11-Apr-2025,0.6197,58.40,4.5375,88.98,0.5492,897.60,0.4765,0.8223,53.35,20.88,1.0734,20.30,2.7493,10413,15932,,,4.8068,0.8661,,0.5094,35.33,0.4627
14-Apr-2025,0.6303,59.10,4.6050,89.98,0.5536,899.63,0.4802,0.8289,54.24,21.20,1.0765,20.47,2.7847,10582,16282,,,4.8896,0.8737,,0.5147,35.96,0.4661
15-Apr-2025,0.6352,59.60,4.6427,90.88,0.5596,904.82,0.4811,0.8352,54.46,21.36,1.0753,20.61,2.8015,10675,16456,,,4.9278,0.8811,,0.5189,36.15,0.4688
16-Apr-2025,0.6353,59.50,4.6533,90.30,0.5582,904.30,0.4781,0.8343,54.39,21.12,1.0722,20.63,2.8055,10700,16436,,,4.9285,0.8847,,0.5166,35.93,0.4694
17-Apr-2025,0.6341,59.40,4.6347,90.51,0.5586,899.58,0.4800,0.8336,54.27,21.13,1.0731,20.61,2.7999,10675,16407,,,4.9218,0.8808,,0.5189,35.99,0.4681
22-Apr-2025,0.6437,60.00,4.7036,90.07,0.5577,913.22,0.4797,0.8397,54.76,21.34,1.0684,20.89,2.8178,10851,16681,,,4.9943,0.8882,,0.5199,36.45,0.4718
